_id,title,text,query
<dbpedia:Going_My_Way>,Going My Way,"Going My Way is a 1944 American musical comedy-drama film directed by Leo McCarey and starring Bing Crosby and Barry Fitzgerald. Based on a story by Leo McCarey, the film is about a new young priest taking over a parish from an established old veteran. Crosby sings five songs in the film. Going My Way was followed the next year by a sequel, The Bells of St. Mary's.Going My Way was the highest-grossing picture of 1944, and was nominated for 10 Academy Awards, winning 7, including Best Picture.",when did the movie going my way come out
<dbpedia:Monetarism>,Monetarism,"In monetary economics, monetarism is a school of thought that emphasises the role of governments in controlling the amount of money in circulation.",monetarism definition
<dbpedia:Hyman_G._Rickover>,Hyman G. Rickover,"Hyman George Rickover (January 27, 1900 – July 8, 1986) was a United States Navy admiral who directed the original development of naval nuclear propulsion and controlled its operations for three decades as director of Naval Reactors.",who was hyman rickover
<dbpedia:Hyundai_Motor_Company>,Hyundai Motor Company,"The Hyundai Motor Company (Hangul: 현대자동차 주식회사; hanja: 現代自動車株式會社; RR: Hyeondae Jadongcha Jushikhwesa; Hangul: 현대; hanja: 現代; MR: Hyŏndae, IPA: [hjə́ːndɛ], modernity; KRX: 005380) is a South Korean multinational automotive manufacturer headquartered in Seoul, South Korea. The company was founded in 1967 and, along with its 32.8% owned subsidiary, Kia Motors, together comprise the Hyundai Motor Group, which is the world's fifth largest automaker based on annual vehicle sales in 2012.",what nationality is hyundai
<dbpedia:Helmut_Schmidt>,Helmut Schmidt,"Helmut Heinrich Waldemar Schmidt (German pronunciation: [ˈhɛlmuːt ˈha͡ɪnʁɪç ˈvaldəmaːɐ ˈʃmɪt]; born 23 December 1918) is a German Social Democratic (SPD) politician who served as Chancellor of West Germany from 1974 to 1982. Prior to becoming Chancellor, he had served as Minister of Defence (1969–72).",is helmut schmidt
<dbpedia:Antanas_Valionis>,Antanas Valionis,"Antanas Valionis (born September 21, 1950) is a Lithuanian politician, currently a member of the  New Union party.He was appointed the Lithuanian Minister of Foreign Affairs on October 30, 2000, and reappointed on July 5, 2001. Resigned on August 31, 2006.From 1981 he served in the Soviet secret police KGB in Riga reaching the rank of captain.",who is antanas valionis
<dbpedia:Sepp_Blatter>,Sepp Blatter,"Joseph ""Sepp"" Blatter (born 10 March 1936) is a Swiss football administrator who has served as the eighth president of FIFA (the Fédération Internationale de Football Association) since June 1998.From a background in business, public relations, and Swiss and international sports administration, Blatter became general secretary of FIFA in 1981 and served in that role until he was elected president at the 51st FIFA Congress on 8 June 1998, succeeding João Havelange, who had headed the organization since 1974. @en <http://en.wikipedia.org/wiki/Sepp_Blatter?oldid=683846352> .
<http://dbpedia.org/resource/Warsaw_Ghetto> <http://www.w3.org/2000/01/rdf-schema#comment> The Warsaw Ghetto (German: Warschauer Ghetto, called by the German authorities: „Jüdischer Wohnbezirk in Warschau“ (Jewish residential district in Warsaw); Polish: getto warszawskie) was the largest of all the Jewish ghettos in Nazi-occupied Europe during World War II.",who is sepp blatter
<dbpedia:1255>,1255,Year 1255 (MCCLV) was a common year starting on Friday (link will display the full calendar) of the Julian calendar.,what year does mcclv start in
<dbpedia:1254>,1254,Year 1254 (MCCLIV) was a common year starting on Thursday (link will display the full calendar) of the Julian calendar.,what year is mccliv in
<dbpedia:1253>,1253,Year 1253 (MCCLIII) was a common year starting on Wednesday (link will display the full calendar) of the Julian calendar.,mcclifi july month
<dbpedia:1249>,1249,Year 1249 (MCCXLIX) was a common year starting on Friday (link will display the full calendar) of the Julian calendar.,what day of the week does mccxlix start
<dbpedia:1108>,1108,Year 1108 (MCVIII) was a leap year starting on Wednesday (link will display the full calendar) of the Julian calendar.,when did the leap year start
<dbpedia:1244>,1244,Year 1244 (MCCXLIV) was a leap year starting on Friday (link will display the full calendar) of the Julian calendar.,what is mccxliv
<dbpedia:1247>,1247,Year 1247 (MCCXLVII) was a common year starting on Tuesday (link will display the full calendar) of the Julian calendar.,when did mccxlviii start?
<dbpedia:1245>,1245,Year 1245 (MCCXLV) was a common year starting on Sunday (link will display the full calendar) of the Julian calendar.,what year is 1245
<dbpedia:1109>,1109,Year 1109 (MCIX) was a common year starting on Friday (link will display the full calendar) of the Julian calendar.,when does month 1109 start
<dbpedia:1243>,1243,Year 1243 (MCCXLIII) was a common year starting on Thursday (link will display the full calendar) of the Julian calendar.,what day was year 1243?
<dbpedia:1246>,1246,Year 1246 (MCCXLVI) was a common year starting on Monday (link will display the full calendar) of the Julian calendar.,what is the julian calendar for year 1246
<dbpedia:1240>,1240,Year 1240 (MCCXL) was a leap year starting on Sunday (link will display the full calendar) of the Julian calendar.,what year does mccxl start
<dbpedia:1241>,1241,Year 1241 (MCCXLI) was a common year starting on Tuesday (link will display the full calendar) of the Julian calendar.,what date is 1241
<dbpedia:1242>,1242,Year 1242 (MCCXLII) was a common year starting on Wednesday (link will display the full calendar) of the Julian calendar.,which year does mccxlii begin
<dbpedia:Atomic_mass_unit>,Atomic mass unit,The unified atomic mass unit (symbol: u) or dalton (symbol: Da) is the standard unit that is used for indicating mass on an atomic or molecular scale (atomic mass). One unified atomic mass unit is approximately the mass of one nucleon (either a single proton or neutron) and is numerically equivalent to 1 g/mol.,what is a dalton unit
<dbpedia:1104>,1104,Year 1104 (MCIV) was a leap year starting on Friday (link will display the full calendar) of the Julian calendar.,what year is mcv
<dbpedia:Quest_Software>,Quest Software,"Quest Software, now part of Dell Software a division of Dell Inc., was a software manufacturer headquartered in Aliso Viejo, California.  Founded in 1987, Quest developed and supported software used in a variety of industries to simplify IT management. Quest Software was acquired by Dell, announced on July 2, 2012, for $2.36 billion.The company was known for TOAD, a product used by database professionals, in addition to other products for IT development, management, monitoring and protection.",what kind of product does quest software produce
<dbpedia:1106>,1106,Year 1106 (MCVI) was a common year starting on Monday (link will display the full calendar) of the Julian calendar.,what day is mcci
<dbpedia:1094>,1094,Year 1094 (MXCIV) was a common year starting on Sunday (link will display the full calendar) of the Julian calendar.,what was the mxciv year
<dbpedia:1105>,1105,Year 1105 (MCV) was a common year starting on Sunday (link will display the full calendar) of the Julian calendar.,how long is mcv
<dbpedia:1092>,1092,Year 1092 (MXCII) was a leap year starting on Thursday (link will display the full calendar) of the Julian calendar.,which year mxcipi
<dbpedia:1091>,1091,Year 1091 (MXCI) was a common year starting on Wednesday (link will display the full calendar) of the Julian calendar.,what is mxci
<dbpedia:1102>,1102,Year 1102 (MCII) was a common year starting on Wednesday (link will display the full calendar) of the Julian calendar.,year 1102
<dbpedia:1085>,1085,Year 1085 (MLXXXV) was a common year starting on Wednesday (link will display the full calendar) of the Julian calendar.,what year is 1085
<dbpedia:San_Juan_Mountains>,San Juan Mountains,"The San Juan Mountains are a high and rugged mountain range in the Rocky Mountains in southwestern Colorado, and is the largest mountain range in Colorado by area.  The area is highly mineralized (the Colorado Mineral Belt) and figured in the gold and silver mining industry of early Colorado.  Major towns, all old mining camps, include Creede, Lake City, Silverton, Ouray, and Telluride.",what area is san juan mountains
<dbpedia:1082>,1082,Year 1082 (MLXXXII) was a common year starting on Saturday (link will display the full calendar) of the Julian calendar.,when was year 1082 in julius
